Area,Item,Year,c_t,delta_c_t,delta_c_t_converted
Republic of Moldova,Paper and paperboard,2009,51645.67731385235,-1116.4359181056789,-3.1936995868859177e-07
Republic of Moldova,Paper and paperboard,2010,53817.986297221876,-2172.3089833695267,-6.21415182928495e-07
Republic of Moldova,Paper and paperboard,2011,57533.362348712944,-3715.376051491068,-1.0628281272879716e-06
Republic of Moldova,Paper and paperboard,2012,63764.59619888477,-6231.233850171826,-1.7825195920648948e-06
Republic of Moldova,Paper and paperboard,2013,71718.58671372177,-7953.990514837002,-2.2753349125878706e-06
Republic of Moldova,Paper and paperboard,2014,83388.07425147487,-11669.487537753099,-3.338197645210898e-06
Republic of Moldova,Paper and paperboard,2015,101391.87101674691,-18003.79676527204,-5.150203192063968e-06
Republic of Moldova,Paper and paperboard,2016,128658.293605336,-27266.422588589092,-7.799889016898415e-06
Republic of Moldova,Paper and paperboard,2017,123194.71834324843,5463.575262087572,1.5629215949139251e-06
Republic of Moldova,Paper and paperboard,2018,111113.31234423385,12081.405999014576,3.456031888827282e-06
Republic of Moldova,Paper and paperboard,2019,96763.12492633553,14350.187417898327,4.1050441754006e-06
Republic of Moldova,Paper and paperboard,2020,81289.24636067855,15473.878565656982,4.426489580030128e-06
Republic of Moldova,Paper and paperboard,2021,78170.91453734558,3118.331823332963,8.920364254179254e-07
Republic of Moldova,Paper and paperboard,2022,73351.1560061428,4819.75853120278,1.3787500545584517e-06
Romania,Paper and paperboard,2006,1049875.7526008028,1049875.7526008028,4.263877624155379e-05
Romania,Paper and paperboard,2007,994131.2916462166,55744.46095458616,2.2639589412942625e-06
Romania,Paper and paperboard,2008,1002099.9551370738,-7968.663490857114,-3.236326381375993e-07
Romania,Paper and paperboard,2009,990793.1593561566,11306.795780917164,4.5920475267399054e-07
Romania,Paper and paperboard,2010,960637.2128262887,30155.946529867942,1.2247284054841942e-06
Romania,Paper and paperboard,2011,939358.3647927637,21278.848033524933,8.642013473802773e-07
Romania,Paper and paperboard,2012,905824.9264184874,33533.43837427627,1.361899036060856e-06
Romania,Paper and paperboard,2013,877143.9089250301,28681.0174934573,1.1648268704693203e-06
Romania,Paper and paperboard,2014,845894.9717832503,31248.93714177981,1.269118212582777e-06
Romania,Paper and paperboard,2015,836427.194890761,9467.776892489288,3.845163767462511e-07
Romania,Paper and paperboard,2016,802311.9801857113,34115.21470504976,1.3855268136612355e-06
Romania,Paper and paperboard,2017,789046.3203446353,13265.659841076005,5.387604202297235e-07
Romania,Paper and paperboard,2018,792958.0145313881,-3911.6941867527785,-1.5886627797733072e-07
Romania,Paper and paperboard,2019,810474.4138483682,-17516.399316980154,-7.113964001780407e-07
Romania,Paper and paperboard,2020,834368.6573414587,-23894.2434930905,-9.704208324072778e-07
Romania,Paper and paperboard,2021,844590.5217864938,-10221.864445035113,-4.15142258275461e-07
Romania,Paper and paperboard,2022,927392.4101959285,-82801.8884094347,-3.3628466830688213e-06
San Marino,Paper and paperboard,2019,5352.911798029229,5352.911798029229,0.0008496261375662222
San Marino,Paper and paperboard,2020,5742.801629991374,-389.88983196214485,-6.188418649608613e-05
San Marino,Paper and paperboard,2021,6294.189118183607,-551.3874881922329,-8.751745583919106e-05
San Marino,Paper and paperboard,2022,5998.318923610524,295.8701945730836,4.696117928351544e-05
Serbia,Paper and paperboard,2006,804124.7432279431,804124.7432279431,8.811105788175277e-05
Serbia,Paper and paperboard,2007,802649.7859192623,1474.9573086807504,1.6161677636804722e-07
Serbia,Paper and paperboard,2008,799687.1182129802,2962.667706282111,3.246309580087444e-07
Serbia,Paper and paperboard,2009,797942.9808909243,1744.1373220558744,1.9111187142493857e-07
Serbia,Paper and paperboard,2010,772726.7036734753,25216.27721744904,2.7630450128297555e-06
Serbia,Paper and paperboard,2011,752108.911014437,20617.79265903833,2.259171276190342e-06
Serbia,Paper and paperboard,2012,734071.9964528945,18036.91456154245,1.9763744820992225e-06
Serbia,Paper and paperboard,2013,722725.9782121024,11346.018240792095,1.2432270967422152e-06
Serbia,Paper and paperboard,2014,685781.0223205911,36944.95589151129,4.04820169309601e-06
Serbia,Paper and paperboard,2015,669713.2851675644,16067.737153026741,1.7606040981104484e-06
Serbia,Paper and paperboard,2016,681195.3697059238,-11482.084538359428,-1.2581364071715707e-06
Serbia,Paper and paperboard,2017,676008.6299763318,5186.739729591995,5.683311306864235e-07
Serbia,Paper and paperboard,2018,676297.157982878,-288.5280065461993,-3.1615129492530065e-08
Serbia,Paper and paperboard,2019,692496.1626635123,-16199.004680634243,-1.7749875887571734e-06
Serbia,Paper and paperboard,2020,687431.1966451175,5064.9660183948,5.549879142189129e-07
Serbia,Paper and paperboard,2021,681919.7977723776,5511.398872739868,6.039052885452045e-07
Serbia,Paper and paperboard,2022,744728.0031035936,-62808.205331215984,-6.8821379543335946e-06
Slovakia,Paper and paperboard,2006,689401.8655252226,689401.8655252226,0.00013612374433300047
Slovakia,Paper and paperboard,2007,719472.2462267948,-30070.38070157217,-5.937455378799005e-06
Slovakia,Paper and paperboard,2008,682933.0765714906,36539.16965530417,7.214730387347319e-06
Slovakia,Paper and paperboard,2009,693089.1423450501,-10156.065773559501,-2.005335015645632e-06
Slovakia,Paper and paperboard,2010,688530.5182046335,4558.624140416621,9.001092367621584e-07
Slovakia,Paper and paperboard,2011,685115.8660011707,3414.652203462785,6.742297443250523e-07
Slovakia,Paper and paperboard,2012,690331.2932203135,-5215.427219142788,-1.029796286995963e-06
Slovakia,Paper and paperboard,2013,689974.4322473835,356.86097292997874,7.046289583875368e-08
Slovakia,Paper and paperboard,2014,680426.635667644,9547.796579739545,1.885231075743893e-06
Slovakia,Paper and paperboard,2015,660783.4405390716,19643.195128572406,3.878587229420839e-06
Slovakia,Paper and paperboard,2016,651990.3027269967,8793.137812074856,1.7362222286761783e-06
Slovakia,Paper and paperboard,2017,624031.6069821274,27958.6957448693,5.520499061253984e-06
Slovakia,Paper and paperboard,2018,663100.7718886688,-39069.16490654135,-7.714282889255243e-06
Slovakia,Paper and paperboard,2019,700879.4881112053,-37778.71622253652,-7.459481277132387e-06
Slovakia,Paper and paperboard,2020,637079.7460102278,63799.742100977455,1.2597383640162317e-05
Slovakia,Paper and paperboard,2021,646705.524957828,-9625.778947600164,-1.9006288465303905e-06
Slovakia,Paper and paperboard,2022,674623.513867168,-27917.988909339998,-5.512461417102884e-06
Slovenia,Paper and paperboard,2006,804570.9541246397,804570.9541246397,0.00038425005793892925
Slovenia,Paper and paperboard,2007,823789.6961413656,-19218.742016725824,-9.178559946244614e-06
Slovenia,Paper and paperboard,2008,780858.9730740262,42930.72306733939,2.0503018088607008e-05
Slovenia,Paper and paperboard,2009,739868.3169467504,40990.65612727578,1.9576473536752155e-05
Slovenia,Paper and paperboard,2010,691268.1422282055,48600.174718544935,2.3210656382395336e-05
Slovenia,Paper and paperboard,2011,640627.5069996747,50640.63522853074,2.418514727740555e-05
Slovenia,Paper and paperboard,2012,570522.0965235028,70105.41047617188,3.348120871031142e-05
Slovenia,Paper and paperboard,2013,532901.9236678121,37620.172855690704,1.7966785310065156e-05
Slovenia,Paper and paperboard,2014,509955.5973096256,22946.326358186547,1.0958793860774717e-05
Slovenia,Paper and paperboard,2015,496726.0067279637,13229.590581661905,6.318238213114012e-06
Slovenia,Paper and paperboard,2016,490459.1927199469,6266.81400801678,2.9929288813226325e-06
Slovenia,Paper and paperboard,2017,513870.2282001178,-23411.035480170918,-1.1180731411629407e-05
Slovenia,Paper and paperboard,2018,524229.66043191834,-10359.432231800514,-4.947497066451523e-06
Slovenia,Paper and paperboard,2019,550749.6362303974,-26519.97579847905,-1.2665510959429872e-05
Slovenia,Paper and paperboard,2020,578779.5055477708,-28029.869317373377,-1.3386611651845475e-05
Slovenia,Paper and paperboard,2021,605546.5376547833,-26767.03210701258,-1.27835010513932e-05
Slovenia,Paper and paperboard,2022,641772.826888352,-36226.28923356871,-1.7301089065607485e-05
Spain,Paper and paperboard,2006,7501216.884586893,7501216.884586893,0.00014353486351138911
Spain,Paper and paperboard,2007,7421863.841678994,79353.04290789925,1.5184107269851312e-06
Spain,Paper and paperboard,2008,7504954.04962985,-83090.20795085654,-1.589920920946141e-06
Spain,Paper and paperboard,2009,7494268.434847605,10685.614782244898,2.0446792605827592e-07
Spain,Paper and paperboard,2010,7403059.195917642,91209.23892996367,1.7452775812535385e-06
Spain,Paper and paperboard,2011,7356205.941117087,46853.254800554365,8.965312743696615e-07
Spain,Paper and paperboard,2012,7330022.272960175,26183.66815691255,5.01021273341962e-07
Spain,Paper and paperboard,2013,7358191.845428407,-28169.572468232363,-5.390213083573028e-07
Spain,Paper and paperboard,2014,7513521.022374098,-155329.176945691,-2.9722047176168286e-06
Spain,Paper and paperboard,2015,7580092.051363239,-66571.02898914088,-1.2738284610064696e-06
Spain,Paper and paperboard,2016,7890025.247427607,-309933.1960643679,-5.9305336293042815e-06
Spain,Paper and paperboard,2017,8138583.758643474,-248558.51121586747,-4.756136575022977e-06
Spain,Paper and paperboard,2018,8546228.948400903,-407645.18975742906,-7.800240624042327e-06
Spain,Paper and paperboard,2019,8974927.583873667,-428698.63547276333,-8.203095721247181e-06
Spain,Paper and paperboard,2020,9208119.245504277,-233191.66163061,-4.462093796130383e-06
Spain,Paper and paperboard,2021,8474962.031945627,733157.2135586496,1.4028873208127029e-05
Spain,Paper and paperboard,2022,7836378.786834528,638583.2451110994,1.221921194093423e-05
Sweden,Paper and paperboard,2006,1294880.8234147166,1294880.8234147166,2.784199086057641e-05
Sweden,Paper and paperboard,2007,1506385.3045042155,-211504.48108949885,-4.5476817039700525e-06
Sweden,Paper and paperboard,2008,1669565.8471575994,-163180.54265338392,-3.508640405375996e-06
Sweden,Paper and paperboard,2009,1780335.4214232243,-110769.57426562486,-2.3817214824454375e-06
Sweden,Paper and paperboard,2010,1859365.57467512,-79030.15325189568,-1.699273604768271e-06
Sweden,Paper and paperboard,2011,1772218.927183496,87146.64749162388,1.8737911003988774e-06
Sweden,Paper and paperboard,2012,1863343.5285712318,-91124.60138773569,-1.959323416590935e-06
Sweden,Paper and paperboard,2013,2059477.0545801288,-196133.526008897,-4.21718179762046e-06
Sweden,Paper and paperboard,2014,2143739.142064509,-84262.08748438023,-1.811768486497876e-06
Sweden,Paper and paperboard,2015,2321961.1054439754,-178221.96337946644,-3.832054800595244e-06
Sweden,Paper and paperboard,2016,2209476.007608557,112485.0978354183,2.418607959322387e-06
Sweden,Paper and paperboard,2017,2340392.981663186,-130916.97405462898,-2.8149225235347425e-06
Sweden,Paper and paperboard,2018,2130107.242455219,210285.73920796718,4.521476821085523e-06
Sweden,Paper and paperboard,2019,2121087.0582923605,9020.184162858408,1.939482618645487e-07
Sweden,Paper and paperboard,2020,2045286.711776729,75800.34651563154,1.6298276387716815e-06
Sweden,Paper and paperboard,2021,2007356.8083732675,37929.903403461445,8.15553064657207e-07
Sweden,Paper and paperboard,2022,1812060.905936725,195295.90243654256,4.199171562682703e-06
Switzerland,Paper and paperboard,2006,1176640.914255348,1176640.914255348,0.00027594961232480127
Switzerland,Paper and paperboard,2007,1190511.3344782826,-13870.420222934568,-3.2529355701719603e-06
Switzerland,Paper and paperboard,2008,1195216.099668898,-4704.765190615319,-1.1033766671722004e-06
Switzerland,Paper and paperboard,2009,1201869.6424092469,-6653.542740348959,-1.5604102471209355e-06
Switzerland,Paper and paperboard,2010,1232832.777934491,-30963.135525244055,-7.2615741480982955e-06
Switzerland,Paper and paperboard,2011,1281976.9021620874,-49144.12422759645,-1.1525438104648563e-05
Switzerland,Paper and paperboard,2012,1342947.6687848463,-60970.766622758936,-1.429906032406164e-05
Switzerland,Paper and paperboard,2013,1404777.1905224058,-61829.521737559466,-1.4500458336097552e-05
Switzerland,Paper and paperboard,2014,1476297.1670678423,-71519.97654543654,-1.6773094970679487e-05
Switzerland,Paper and paperboard,2015,1581310.0588630387,-105012.89179519634,-2.462796119777119e-05
Switzerland,Paper and paperboard,2016,1672600.38757087,-91290.32870783145,-2.140970155867182e-05
Switzerland,Paper and paperboard,2017,1743840.3527702345,-71239.96519936435,-1.6707425809035493e-05
Switzerland,Paper and paperboard,2018,1787119.3653498045,-43279.01257957006,-1.014993325358801e-05
Switzerland,Paper and paperboard,2019,1742296.3272569561,44823.03809284838,1.0512043083908162e-05
Switzerland,Paper and paperboard,2020,1611267.476258655,131028.85099830106,3.072930764032454e-05
Switzerland,Paper and paperboard,2021,1401440.7119586058,209826.76430004928,4.92092477513497e-05
Switzerland,Paper and paperboard,2022,1392112.0987650075,9328.613193598343,2.187776375199923e-06
Ukraine,Paper and paperboard,2006,1652032.0658582652,1652032.0658582652,2.6503840559806136e-05
Ukraine,Paper and paperboard,2007,1609300.3664134606,42731.69944480457,6.855521586660434e-07
Ukraine,Paper and paperboard,2008,1622241.6892015603,-12941.322788099758,-2.0761991422399475e-07
Ukraine,Paper and paperboard,2009,1628320.0217554318,-6078.332553871442,-9.751575662884823e-08
Ukraine,Paper and paperboard,2010,1615923.1438603783,12396.877895053476,1.9888528919030767e-07
Ukraine,Paper and paperboard,2011,1672496.2491379927,-56573.105277614435,-9.076122632474739e-07
Ukraine,Paper and paperboard,2012,1679887.3380806935,-7391.088942700764,-1.1857653791902461e-07
Ukraine,Paper and paperboard,2013,1690339.916304167,-10452.578223473392,-1.6769254810433463e-07
Ukraine,Paper and paperboard,2014,1705122.0941895687,-14782.177885401761,-2.3715307583805298e-07
Ukraine,Paper and paperboard,2015,1726027.2506365154,-20905.156446946785,-3.3538509620866925e-07
Ukraine,Paper and paperboard,2016,1683258.652602315,42768.59803420049,6.861441292157937e-07
Ukraine,Paper and paperboard,2017,1666882.3643223178,16376.288279997185,2.6272766885367764e-07
Ukraine,Paper and paperboard,2018,1666810.274408919,72.08991339872591,1.1565511409716107e-09
Ukraine,Paper and paperboard,2019,1685717.9317353112,-18907.65732639213,-3.033388670199947e-07
Ukraine,Paper and paperboard,2020,1655697.6014082925,30020.33032701863,4.816214315589908e-07
Ukraine,Paper and paperboard,2021,1613242.4431129028,42455.15829538973,6.811155604402646e-07
Ukraine,Paper and paperboard,2022,1645488.4795205342,-32246.036407631356,-5.173288250852202e-07
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2006,9007605.849427413,9007605.849427413,0.0003596451416943158
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2007,9285159.820158042,-277553.9707306288,-1.108185002761664e-05
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2008,9712824.304138642,-427664.4839805998,-1.707528687532507e-05
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2009,9975021.894517733,-262197.590379091,-1.0468718449729966e-05
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2010,10150583.06645272,-175561.1719349865,-7.009600954130553e-06
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2011,10362601.597442634,-212018.53098991513,-8.465227708041397e-06
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2012,10600535.14588793,-237933.54844529554,-9.499932187849803e-06
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2013,10748348.274630321,-147813.12874239124,-5.901709568499456e-06
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2014,11041208.001917778,-292859.7272874564,-1.1692960357890345e-05
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2015,11342870.730879324,-301662.728961546,-1.2044436303589557e-05
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2016,11799555.073872317,-456684.3429929931,-1.8233957834170885e-05
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2017,11958668.78212526,-159113.70825294405,-6.352905878289033e-06
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2018,12024024.529719675,-65355.74759441428,-2.6094477819125704e-06
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2019,12198172.754883235,-174148.22516356036,-6.9531864694927315e-06
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2020,12010925.267098734,187247.48778450117,7.4761984929039e-06
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2021,11386880.272141777,624044.9949569572,2.4916138026753255e-05
United Kingdom of Great Britain and Northern Ireland,Paper and paperboard,2022,10476967.91168287,909912.3604589067,3.6329915548808666e-05
Albania,Roundwood,2006,12502103.032435546,12502103.032435546,0.004210590919375275
Albania,Roundwood,2007,12485600.881088024,16502.151347521693,5.557769635537478e-06
Albania,Roundwood,2008,12481961.77395717,3639.1071308534592,1.2256171141808566e-06
Albania,Roundwood,2009,12476232.30618926,5729.467767911032,1.9296309503953763e-06
Albania,Roundwood,2010,12471314.534651976,4917.7715372834355,1.6562592809166703e-06
Albania,Roundwood,2011,12434249.99221019,37064.542441785336,1.248298989628291e-05
Albania,Roundwood,2012,12398201.856465204,36048.135744987056,1.214067366381963e-05
Albania,Roundwood,2013,12361902.986107592,36298.87035761215,1.2225118727210427e-05
Albania,Roundwood,2014,12325351.637140203,36551.34896738827,1.2310151152467344e-05
Albania,Roundwood,2015,12290051.264071455,35300.37306874804,1.1888834215188373e-05
Albania,Roundwood,2016,12264402.619159533,25648.644911922514,8.638222791816411e-06
Albania,Roundwood,2017,12232192.677938297,32209.94122123532,1.0848005784937449e-05
Albania,Roundwood,2018,12279634.708206622,-47442.03026832454,-1.59780303622741e-05
Albania,Roundwood,2019,12327534.165058453,-47899.456851830706,-1.6132087340831627e-05
Albania,Roundwood,2020,12375766.788980106,-48232.623921653256,-1.624429488185014e-05
Albania,Roundwood,2021,12424334.897331813,-48568.10835170746,-1.6357282888037034e-05
Albania,Roundwood,2022,12486667.302465642,-62332.40513382852,-2.0992968811599197e-05
Andorra,Roundwood,2006,34070.61483115154,34070.61483115154,0.0007048581566197853
Andorra,Roundwood,2007,34143.02500186768,-72.41017071613896,-1.4980328269519701e-06
Andorra,Roundwood,2008,34215.93882515085,-72.91382328316831,-1.5084524692663947e-06
Andorra,Roundwood,2009,34359.502619820334,-143.5637946694842,-2.9700700198562816e-06
Andorra,Roundwood,2010,34298.1521646421,61.35045517823164,1.269227718930822e-06
Andorra,Roundwood,2011,34197.2395067653,100.91265787680459,2.087696695910887e-06
Andorra,Roundwood,2012,34210.02095418298,-12.78144741768483,-2.6442456381869606e-07
Andorra,Roundwood,2013,34211.150660637,-1.1297064540194697,-2.3371542094203066e-08
Andorra,Roundwood,2014,34189.81041265621,21.3402479807919,4.41490355489475e-07
Andorra,Roundwood,2015,34168.32173151236,21.488681143848225,4.4456116375670545e-07
Andorra,Roundwood,2016,34146.68358477116,21.638146741199307,4.476533311845334e-07
Andorra,Roundwood,2017,34124.89493281717,21.788651953989756,4.507670063375908e-07
Andorra,Roundwood,2018,34102.954728803845,21.940204013328184,4.5390233881417253e-07
Andorra,Roundwood,2019,34080.86191860325,22.092810200592794,4.5705947925255866e-07
Andorra,Roundwood,2020,34058.61544075541,22.246477847838833,4.602385793394437e-07
Andorra,Roundwood,2021,34036.214226417316,22.401214338096906,4.6343979181610847e-07
Andorra,Roundwood,2022,34013.657199311565,22.55702710575133,4.666632704862471e-07
Austria,Roundwood,2006,386407150.3665644,386407150.3665644,0.044606787284414195
Austria,Roundwood,2007,386246219.1339936,160931.2325707674,1.8577878933898667e-05
Austria,Roundwood,2008,386058598.51963115,187620.61436247826,2.1658897427490134e-05
Austria,Roundwood,2009,385838194.7317048,220403.78792637587,2.5443382389234636e-05
Austria,Roundwood,2010,385624303.0643536,213891.66735118628,2.469162410269059e-05
Austria,Roundwood,2011,385694511.49136573,-70208.42701214552,-8.104850974763655e-06
Austria,Roundwood,2012,385809338.3230754,-114826.83170968294,-1.3255593359900365e-05
Austria,Roundwood,2013,385962199.3378853,-152861.01480990648,-1.764625412660376e-05
Austria,Roundwood,2014,386196417.2402613,-234217.9023759961,-2.7038081825288564e-05
Austria,Roundwood,2015,386308376.69141513,-111959.45115381479,-1.2924583350386468e-05
Austria,Roundwood,2016,386468808.4846119,-160431.79319679737,-1.8520223722562623e-05
Austria,Roundwood,2017,386561317.87710303,-92509.39249110222,-1.0679271304235287e-05
Austria,Roundwood,2018,386696014.83790064,-134696.9607976079,-1.5549398277066346e-05
Austria,Roundwood,2019,386925005.2656085,-228990.42770785093,-2.6434622882214115e-05
Austria,Roundwood,2020,386746403.96061236,178601.30499613285,2.0617709618270682e-05
Austria,Roundwood,2021,386488298.16244763,258105.7981647253,2.9795697167316402e-05
Austria,Roundwood,2022,386387782.9476059,100515.21484172344,1.1603462314396964e-05
Belarus,Roundwood,2006,243058648.31971678,243058648.31971678,0.011335778238784622
Belarus,Roundwood,2007,242015914.82360455,1042733.4961122274,4.863104339547151e-05
Belarus,Roundwood,2008,241058708.72259498,957206.1010095775,4.464221357630269e-05
Belarus,Roundwood,2009,240067258.22957197,991450.4930230081,4.6239304798811416e-05
Belarus,Roundwood,2010,238879662.82426476,1187595.4053072035,5.538711847954411e-05
Belarus,Roundwood,2011,238355042.87833893,524619.9459258318,2.4467244460422653e-05
Belarus,Roundwood,2012,238195955.7206472,159087.15769174695,7.419512750108195e-06
Belarus,Roundwood,2013,238187712.13484684,8243.585800349712,3.8446465974845033e-07
Belarus,Roundwood,2014,238127506.93166348,60205.20318335295,2.8078524949655008e-06
Belarus,Roundwood,2015,238194182.7459065,-66675.81424301863,-3.1096290931193514e-06
Belarus,Roundwood,2016,238287868.72362685,-93685.97772035003,-4.369330097337892e-06
Belarus,Roundwood,2017,239156842.52181917,-868973.7981923223,-4.052723217099977e-05
Belarus,Roundwood,2018,239999700.48135567,-842857.9595364928,-3.930924072091588e-05
Belarus,Roundwood,2019,240932704.7494476,-933004.2680919468,-4.3513487596696704e-05
Belarus,Roundwood,2020,241874477.76537448,-941773.0159268677,-4.3922444782855895e-05
Belarus,Roundwood,2021,242822801.3306557,-948323.5652812123,-4.422794954615642e-05
Belarus,Roundwood,2022,243777721.00796518,-954919.6773094833,-4.453557926313035e-05
Belgium,Roundwood,2006,115163859.35473055,115163859.35473055,0.036524600084669824
Belgium,Roundwood,2007,115205263.52903242,-41404.17430187762,-1.3131471250489352e-05
Belgium,Roundwood,2008,115262217.82555884,-56954.296526417136,-1.8063244106152273e-05
Belgium,Roundwood,2009,115341399.64491582,-79181.81935697794,-2.5112776718275115e-05
Belgium,Roundwood,2010,115371164.843718,-29765.19880218804,-9.440131555003798e-06
Belgium,Roundwood,2011,115427902.83172753,-56737.988009527326,-1.7994641142352897e-05
Belgium,Roundwood,2012,115391893.23019046,36009.60153707862,1.1420564600035548e-05
Belgium,Roundwood,2013,115359039.05234718,32854.177843272686,1.0419811506489458e-05
Belgium,Roundwood,2014,115255085.7204705,103953.33187668025,3.2969144100750764e-05
Belgium,Roundwood,2015,115144423.01294355,110662.70752695203,3.509704484858144e-05
Belgium,Roundwood,2016,115043062.35117011,101360.66177344322,3.2146870175555825e-05
Belgium,Roundwood,2017,114987198.10723887,55864.24393123388,1.7717530309016576e-05
Belgium,Roundwood,2018,114963174.4655116,24023.641727268696,7.619177679371795e-06
Belgium,Roundwood,2019,115079379.53883761,-116205.07332600653,-3.685482455019668e-05
Belgium,Roundwood,2020,115146703.16989374,-67323.63105612993,-2.135191295559857e-05
Belgium,Roundwood,2021,115110737.99462076,35965.17527298629,1.1406474662981335e-05
Belgium,Roundwood,2022,115171647.78292346,-60909.78830270469,-1.9317741446520955e-05
Bosnia and Herzegovina,Roundwood,2006,51191763.007633656,51191763.007633656,0.009681066098462034
Bosnia and Herzegovina,Roundwood,2007,51186642.543926254,5120.4637074023485,9.68350076139125e-07
Bosnia and Herzegovina,Roundwood,2008,51155624.93890284,31017.605023413897,5.865855497160354e-06
Bosnia and Herzegovina,Roundwood,2009,51119174.52931059,36450.4095922485,6.893273523827482e-06
Bosnia and Herzegovina,Roundwood,2010,51093068.6748107,26105.8544998914,4.9369759531937595e-06
Bosnia and Herzegovina,Roundwood,2011,51103421.67911938,-10353.00430867821,-1.9578954335882138e-06
Bosnia and Herzegovina,Roundwood,2012,51085781.54022224,17640.138897135854,3.335992757736387e-06
Bosnia and Herzegovina,Roundwood,2013,51067113.97251637,18667.567705869675,3.53029366914147e-06
Bosnia and Herzegovina,Roundwood,2014,51085063.56990823,-17949.597391858697,-3.3945156130968413e-06
Bosnia and Herzegovina,Roundwood,2015,51084757.18711514,306.38279309123755,5.7941197901415985e-08
Bosnia and Herzegovina,Roundwood,2016,51099300.08486996,-14542.897754818201,-2.750261881126766e-06
Bosnia and Herzegovina,Roundwood,2017,51107321.20967958,-8021.124809622765,-1.5169049648552276e-06
Bosnia and Herzegovina,Roundwood,2018,51133167.63911945,-25846.429439865053,-4.887915108125031e-06
Bosnia and Herzegovina,Roundwood,2019,51198158.73069091,-64991.091571465135,-1.229070882401002e-05
Bosnia and Herzegovina,Roundwood,2020,51192172.60205747,5986.128633439541,1.1320592136196335e-06
Bosnia and Herzegovina,Roundwood,2021,51209733.59456804,-17560.992510564625,-3.321025088040459e-06
Bosnia and Herzegovina,Roundwood,2022,51193323.21079827,16410.383769765496,3.1034291581740957e-06
Bulgaria,Roundwood,2006,77892072.86800459,77892072.86800459,0.006801607601953636
Bulgaria,Roundwood,2007,77895217.86209595,-3144.994091361761,-2.746237830408558e-07
Bulgaria,Roundwood,2008,77918140.62094896,-22922.758853003383,-2.00163643271562e-06
Bulgaria,Roundwood,2009,77876922.02808048,41218.592868477106,3.599245523625359e-06
Bulgaria,Roundwood,2010,77808126.96735281,68795.06072767079,6.0072481164433365e-06
Bulgaria,Roundwood,2011,77751851.09367341,56275.87367939949,4.9140611634898924e-06
Bulgaria,Roundwood,2012,77697722.67929111,54128.41438229382,4.726543038188086e-06
Bulgaria,Roundwood,2013,77649911.04232198,47811.63696913421,4.174956211811e-06
Bulgaria,Roundwood,2014,77744210.65140584,-94299.60908386111,-8.234328788411364e-06
Bulgaria,Roundwood,2015,77764893.25321186,-20682.601806014776,-1.8060238544473834e-06
Bulgaria,Roundwood,2016,77803897.94204654,-39004.68883468211,-3.405925382668612e-06
Bulgaria,Roundwood,2017,77808628.04133426,-4730.0992877185345,-4.1303662990020565e-07
Bulgaria,Roundwood,2018,77845238.18735394,-36610.14601968229,-3.19683169682839e-06
Bulgaria,Roundwood,2019,77948616.93056679,-103378.7432128489,-9.027127149491392e-06
Bulgaria,Roundwood,2020,77902414.22973248,46202.700834304094,4.0344624254373464e-06
Bulgaria,Roundwood,2021,77948662.6170825,-46248.38735002279,-4.038451814102682e-06
Bulgaria,Roundwood,2022,77936096.97541147,12565.641671031713,1.0972434134336852e-06
Croatia,Roundwood,2006,59943790.75298148,59943790.75298148,0.01025513602215632
Croatia,Roundwood,2007,59935648.562423855,8142.190557621419,1.3929594815051198e-06
Croatia,Roundwood,2008,59887593.26602099,48055.29640286416,8.221261868926762e-06
Croatia,Roundwood,2009,59817987.47364165,69605.79237934202,1.190810357192201e-05
Croatia,Roundwood,2010,59752591.082494415,65396.391147233546,1.1187962558735287e-05
Croatia,Roundwood,2011,59721022.80196321,31568.280531205237,5.400676313034088e-06
Croatia,Roundwood,2012,59724118.60455589,-3095.802592679858,-5.296274440918148e-07
Croatia,Roundwood,2013,59713745.740701556,10372.863854333758,1.774581294063564e-06
Croatia,Roundwood,2014,59735216.11037854,-21470.369676984847,-3.6731337594379395e-06
Croatia,Roundwood,2015,59726397.54915227,8818.561226271093,1.508672437280347e-06
Croatia,Roundwood,2016,59664776.07276949,61621.476382777095,1.0542153144694825e-05
Croatia,Roundwood,2017,59659020.86291041,5755.209859080613,9.845967230224128e-07
Croatia,Roundwood,2018,59706209.03678906,-47188.17387864739,-8.072915237490606e-06
Croatia,Roundwood,2019,59770182.39999372,-63973.36320465803,-1.0944512070684276e-05
Croatia,Roundwood,2020,59808510.415437385,-38328.01544366777,-6.557126382845101e-06
